country,countryISO,techSector,topic,indicator,category,unit,year,observations,value
Belgium,BEL,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,1
Japan,JPN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,389.5
Korea,KOR,Other renewables,Patents,Detail,Clean Energy,Number,2000,0,3
Switzerland,CHE,Renewables,Patents,Detail,Clean Energy,Number,2000,0,1
Sweden,SWE,Fossil fuel patents,Patents,Total,Total,Number,2000,0,2
France,FRA,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2000,0,22.520000457763672
Great Britain,GBN,Total - all technologies,Patents,,,Number,2000,0,8314.9296875
Netherlands,NLD,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2000,0,1
Russian Federation,RUS,Total - all technologies,Patents,,,Number,2000,0,756.9199829101562
Switzerland,CHE,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2000,0,2
Switzerland,CHE,Total - all technologies,Patents,,,Number,2000,0,2303.179931640625
Austria,AUT,Coal-to-gas,Patents,Detail,Processing downstream,Number,2000,0,2.200000047683716
People's Republic of China,CHN,Bioenergy,Patents,Detail,Clean Energy,Number,2000,0,2
,WORLD,Other renewables,Patents,Detail,Clean Energy,Number,2000,0,59
Germany,DEU,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2000,0,250.85000610351562
,WORLD,Energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,14
United Kingdom,GBR,Grid,Patents,Detail,Clean Energy,Number,2000,0,6.78000020980835
Finland,FIN,Grid,Patents,Detail,Clean Energy,Number,2000,0,1
People's Republic of China,CHN,Other renewables,Patents,Detail,Clean Energy,Number,2000,0,2
Netherlands,NLD,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2000,0,12.899999618530273
India,IND,Fossil fuel patents,Patents,Total,Total,Number,2000,0,4.400000095367432
Norway,NOR,Wind,Patents,Detail,Clean Energy,Number,2000,0,4
Norway,NOR,Processing and downstream,Patents,Total,Total,Number,2000,0,3.5
Great Britain,GBN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2000,0,3
Sweden,SWE,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,1
Czech Republic,CZE,Clean energy patents,Patents,Total,Total,Number,2000,0,5.349999904632568
Sweden,SWE,Clean energy patents,Patents,Total,Total,Number,2000,0,68.52999877929688
Chinese Taipei,TWN,Processing and downstream,Patents,Total,Total,Number,2000,0,1
Switzerland,CHE,Clean energy patents,Patents,Total,Total,Number,2000,0,52.33000183105469
United States,USA,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,232.89999389648438
Korea,KOR,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2000,0,2
Australia,AUS,Renewables,Patents,Detail,Clean Energy,Number,2000,0,5
Denmark,DNK,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2000,0,2
United States,USA,Gas conditioning,Patents,Detail,Processing downstream,Number,2000,0,17.5
,WORLD,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2000,0,78.51000213623047
,WORLD,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,824.1300048828125
Great Britain,GBN,Processing and downstream,Patents,Total,Total,Number,2000,0,26.65999984741211
Germany,DEU,Nuclear,Patents,Detail,Clean Energy,Number,2000,0,13.670000076293945
Australia,AUS,Upstream,Patents,Total,Total,Number,2000,0,6.5
United States,USA,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2000,0,33.599998474121094
Korea,KOR,Upstream,Patents,Total,Total,Number,2000,0,3
Japan,JPN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2000,0,21.670000076293945
Great Britain,GBN,Air - rail - marine,Patents,Detail,Clean Energy,Number,2000,0,15.670000076293945
Spain,ESP,Air - rail - marine,Patents,Detail,Clean Energy,Number,2000,0,1
Norway,NOR,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2000,0,1
Canada,CAN,Nuclear,Patents,Detail,Clean Energy,Number,2000,0,2
United Kingdom,GBR,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2000,0,2
Singapore,SGP,Building energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,1.5
Hungary,HUN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,1.25
Germany,DEU,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2000,0,48.369998931884766
,WORLD,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2000,0,4
Brazil,BRA,Processing and downstream,Patents,Total,Total,Number,2000,0,3
Sweden,SWE,Air - rail - marine,Patents,Detail,Clean Energy,Number,2000,0,2
Netherlands,NLD,Wind,Patents,Detail,Clean Energy,Number,2000,0,5
Korea,KOR,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,10
Canada,CAN,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2000,0,23
Germany,DEU,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2000,0,6.400000095367432
Germany,DEU,Renewables,Patents,Detail,Clean Energy,Number,2000,0,5.139999866485596
Japan,JPN,Fossil fuel patents,Patents,Total,Total,Number,2000,0,95.52999877929688
France,FRA,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,23.829999923706055
Russian Federation,RUS,Processing and downstream,Patents,Total,Total,Number,2000,0,14.350000381469727
People's Republic of China,CHN,Upstream,Patents,Total,Total,Number,2000,0,5
Germany,DEU,Upstream,Patents,Total,Total,Number,2000,0,20.729999542236328
Denmark,DNK,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2000,0,1
Chinese Taipei,TWN,e-Mobility,Patents,Detail,Clean Energy,Number,2000,0,12
People's Republic of China,CHN,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2000,0,5
United States,USA,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2000,0,26.25
Italy,ITA,Processing and downstream,Patents,Total,Total,Number,2000,0,15.850000381469727
Denmark,DNK,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2000,0,1
Chinese Taipei,TWN,Solar,Patents,Detail,Clean Energy,Number,2000,0,4
,WORLD,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2000,0,190.13999938964844
Austria,AUT,Renewables,Patents,Detail,Clean Energy,Number,2000,0,1
Italy,ITA,Transmission and distribution,Patents,Total,Total,Number,2000,0,1
United States,USA,Transmission and distribution,Patents,Total,Total,Number,2000,0,37.290000915527344
Russian Federation,RUS,Fossil fuel patents,Patents,Total,Total,Number,2000,0,20.81999969482422
Norway,NOR,Fossil fuel patents,Patents,Total,Total,Number,2000,0,21
United States,USA,Coal-to-gas,Patents,Detail,Processing downstream,Number,2000,0,18.829999923706055
United States,USA,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,299.8299865722656
Korea,KOR,Bioenergy,Patents,Detail,Clean Energy,Number,2000,0,37
Italy,ITA,Building energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,25
United States,USA,Building energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,166
Canada,CAN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,14.079999923706055
,WORLD,Renewables,Patents,Detail,Clean Energy,Number,2000,0,45
Finland,FIN,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2000,0,1.25
Sweden,SWE,Upstream,Patents,Total,Total,Number,2000,0,1
Belgium,BEL,Total - all technologies,Patents,,,Number,2000,0,1041.260009765625
Czech Republic,CZE,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2000,0,2
Austria,AUT,Total - all technologies,Patents,,,Number,2000,0,1371.0400390625
Mexico,MEX,Processing and downstream,Patents,Total,Total,Number,2000,0,1
People's Republic of China,CHN,Total - all technologies,Patents,,,Number,2000,0,2015.969970703125
Spain,ESP,Renewables,Patents,Detail,Clean Energy,Number,2000,0,1
Israel,ISR,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2000,0,4
Netherlands,NLD,Liquid fuel distribution (gas stations),Patents,Detail,Transmission distribution,Number,2000,0,2
Netherlands,NLD,Coal-to-gas,Patents,Detail,Processing downstream,Number,2000,0,2
Finland,FIN,Coal-to-gas,Patents,Detail,Processing downstream,Number,2000,0,2
United States,USA,Hydrogen fuel production,Patents,Detail,Processing downstream,Number,2000,0,60.130001068115234
Spain,ESP,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,4.670000076293945
Norway,NOR,Liquified gaseous fuel shipping,Patents,Detail,Transmission distribution,Number,2000,0,2
Italy,ITA,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2000,0,4
United Kingdom,GBR,Air - rail - marine,Patents,Detail,Clean Energy,Number,2000,0,15.670000076293945
United States,USA,Coal and solid fuels exploration and mining,Patents,Detail,Upstream,Number,2000,0,8
Germany,DEU,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,70.5
Poland,POL,Clean energy patents,Patents,Total,Total,Number,2000,0,4.670000076293945
United Kingdom,GBR,Clean energy patents,Patents,Total,Total,Number,2000,0,174.3800048828125
Great Britain,GBN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,29.3700008392334
Korea,KOR,Unconventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2000,0,1
France,FRA,Coal-to-gas,Patents,Detail,Processing downstream,Number,2000,0,0.5
Denmark,DNK,Building energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,7
Brazil,BRA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,1
Chinese Taipei,TWN,Bioenergy,Patents,Detail,Clean Energy,Number,2000,0,10
Chinese Taipei,TWN,Clean energy patents,Patents,Total,Total,Number,2000,0,85.83000183105469
,WORLD,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2000,0,11
Israel,ISR,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,8.020000457763672
Saudi Arabia,SAU,Fossil fuel patents,Patents,Total,Total,Number,2000,0,1
Norway,NOR,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2000,0,1
Denmark,DNK,Air - rail - marine,Patents,Detail,Clean Energy,Number,2000,0,1
Great Britain,GBN,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,18.65999984741211
Finland,FIN,Wind,Patents,Detail,Clean Energy,Number,2000,0,1
Germany,DEU,Other renewables,Patents,Detail,Clean Energy,Number,2000,0,5
United States,USA,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,16
Israel,ISR,Fossil fuel patents,Patents,Total,Total,Number,2000,0,1
,WORLD,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,87
France,FRA,Renewables,Patents,Detail,Clean Energy,Number,2000,0,3
Austria,AUT,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2000,0,4.5
Chinese Taipei,TWN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,24.5
France,FRA,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2000,0,0.33000001311302185
Singapore,SGP,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,0.25
United Kingdom,GBR,Energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,1
Australia,AUS,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2000,0,1
People's Republic of China,CHN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,7
United States,USA,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,307.1499938964844
Australia,AUS,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,9
Belgium,BEL,e-Mobility,Patents,Detail,Clean Energy,Number,2000,0,2
Finland,FIN,Processing and downstream,Patents,Total,Total,Number,2000,0,5
Italy,ITA,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,17.5
Denmark,DNK,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,2
United Kingdom,GBR,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,29.3700008392334
Belgium,BEL,Upstream,Patents,Total,Total,Number,2000,0,1.5
Italy,ITA,Wind,Patents,Detail,Clean Energy,Number,2000,0,4
Switzerland,CHE,Processing and downstream,Patents,Total,Total,Number,2000,0,4.28000020980835
United Kingdom,GBR,Gas conditioning,Patents,Detail,Processing downstream,Number,2000,0,1
Norway,NOR,Upstream,Patents,Total,Total,Number,2000,0,14.5
Chinese Taipei,TWN,Renewables,Patents,Detail,Clean Energy,Number,2000,0,1
Germany,DEU,Total - all technologies,Patents,,,Number,2000,0,27862.220703125
Mexico,MEX,Total - all technologies,Patents,,,Number,2000,0,113.12999725341797
Ireland,IRL,Total - all technologies,Patents,,,Number,2000,0,267.989990234375
Russian Federation,RUS,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,1
People's Republic of China,CHN,Agriculture energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,1
Spain,ESP,Nuclear,Patents,Detail,Clean Energy,Number,2000,0,6
Belgium,BEL,Building energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,1
Australia,AUS,e-Mobility,Patents,Detail,Clean Energy,Number,2000,0,6
Sweden,SWE,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2000,0,2
Korea,KOR,Building energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,49.16999816894531
Switzerland,CHE,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,8
Chinese Taipei,TWN,Vehicle fuel efficiency,Patents,Detail,Clean Energy,Number,2000,0,1
Canada,CAN,Clean energy patents,Patents,Total,Total,Number,2000,0,100.08000183105469
Austria,AUT,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2000,0,2.75
Japan,JPN,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2000,0,12
Norway,NOR,Other renewables,Patents,Detail,Clean Energy,Number,2000,0,5
Canada,CAN,Other renewables,Patents,Detail,Clean Energy,Number,2000,0,1
Japan,JPN,Renewables,Patents,Detail,Clean Energy,Number,2000,0,1
Austria,AUT,Clean energy patents,Patents,Total,Total,Number,2000,0,39.650001525878906
Italy,ITA,Renewables,Patents,Detail,Clean Energy,Number,2000,0,2
Switzerland,CHE,Transmission and distribution,Patents,Total,Total,Number,2000,0,2
United Kingdom,GBR,Renewable energy integration in buildings,Patents,Detail,Clean Energy,Number,2000,0,3
Russian Federation,RUS,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,13.350000381469727
Denmark,DNK,Coal-to-gas,Patents,Detail,Processing downstream,Number,2000,0,1
Canada,CAN,Carbon capture and storage,Patents,Detail,Clean Energy,Number,2000,0,1.600000023841858
Germany,DEU,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2000,0,18.729999542236328
Canada,CAN,Solid fuel conditioning,Patents,Detail,Processing downstream,Number,2000,0,1
Germany,DEU,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2000,0,8.130000114440918
United States,USA,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2000,0,275.25
Switzerland,CHE,Air - rail - marine,Patents,Detail,Clean Energy,Number,2000,0,1.5
Korea,KOR,Renewables,Patents,Detail,Clean Energy,Number,2000,0,4
Sweden,SWE,Wind,Patents,Detail,Clean Energy,Number,2000,0,8
Spain,ESP,Wind,Patents,Detail,Clean Energy,Number,2000,0,3
Australia,AUS,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,17
Russian Federation,RUS,Upstream,Patents,Total,Total,Number,2000,0,6.46999979019165
France,FRA,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2000,0,1
Brazil,BRA,Bioenergy,Patents,Detail,Clean Energy,Number,2000,0,4
Chinese Taipei,TWN,Fossil fuel patents,Patents,Total,Total,Number,2000,0,1
United States,USA,Liquid fuel pipelines,Patents,Detail,Transmission distribution,Number,2000,0,3.6700000762939453
India,IND,Hydrogen and fuel cells,Patents,Detail,Clean Energy,Number,2000,0,0.25
Norway,NOR,Transmission and distribution,Patents,Total,Total,Number,2000,0,3
Italy,ITA,Coal-to-gas,Patents,Detail,Processing downstream,Number,2000,0,4.900000095367432
United Kingdom,GBR,Stationary tank storage for gases,Patents,Detail,Transmission distribution,Number,2000,0,3
Israel,ISR,Clean energy patents,Patents,Total,Total,Number,2000,0,29.719999313354492
,WORLD,Coal-to-gas,Patents,Detail,Processing downstream,Number,2000,0,70.66000366210938
Netherlands,NLD,Bioenergy,Patents,Detail,Clean Energy,Number,2000,0,4.5
People's Republic of China,CHN,Building energy efficiency,Patents,Detail,Clean Energy,Number,2000,0,12
United Kingdom,GBR,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,21.299999237060547
Canada,CAN,Transmission and distribution,Patents,Total,Total,Number,2000,0,3.5999999046325684
Finland,FIN,Upstream,Patents,Total,Total,Number,2000,0,1.1699999570846558
People's Republic of China,CHN,Oil refining,Patents,Detail,Processing downstream,Number,2000,0,16.1299991607666
Great Britain,GBN,Coal-to-liquids and gas-to-liquids,Patents,Detail,Processing downstream,Number,2000,0,1
Germany,DEU,Solar,Patents,Detail,Clean Energy,Number,2000,0,75.41999816894531
Singapore,SGP,Conventional oil and gas exploration and extraction,Patents,Detail,Upstream,Number,2000,0,0.25
Netherlands,NLD,Solar,Patents,Detail,Clean Energy,Number,2000,0,8.199999809265137
France,FRA,e-Mobility,Patents,Detail,Clean Energy,Number,2000,0,21
Japan,JPN,Upstream,Patents,Total,Total,Number,2000,0,4.150000095367432
,WORLD,Bioenergy,Patents,Detail,Clean Energy,Number,2000,0,309.6700134277344
Finland,FIN,Industry energy efficiency or substitution,Patents,Detail,Clean Energy,Number,2000,0,15.579999923706055
Belgium,BEL,Solar,Patents,Detail,Clean Energy,Number,2000,0,5.5
Great Britain,GBN,Storage (not e-mobility),Patents,Detail,Clean Energy,Number,2000,0,21.299999237060547
