Unnamed: 0,Country,Country Code,Source NC#,Year,Policy Name,Policy Description,Link,Year: implementation,Year: decision,Year: end,Indicator database source
1650,Italy,ITA,,,Promotion of High Efficiency Cogeneration,,https://www.iea.org/policies/5135-promotion-of-high-efficiency-cogeneration?country=Italy&page=2&qs=italy,,2011.0,,Climate Policy Database
1657,United Kingdom,GBR,,,Offshore Wind Capital Grants Scheme,,"https://webarchive.nationalarchives.gov.uk/20070604090834/
http://www.dti.gov.uk/energy/sources/renewables/business-investment/funding/capital-grants/page19413.html",,2002.0,,Climate Policy Database
1673,Australia,AUS,,,New South Wales Solar Bonus Scheme,Closed from 1st January 2017.,https://www.audit.nsw.gov.au/sites/default/files/pdf-downloads/2011_Nov_Report_Solar_bonus_scheme.pdf,,2010.0,2017.0,Climate Policy Database
1678,Ukraine,UKR,,,VAT and Customs Duties Exemptions,,https://www.iea.org/policies/5383-vat-and-customs-duties-exemptions,,2008.0,2020.0,Climate Policy Database
1679,Australia,AUS,,,Queensland Solar Bonus Scheme,,http://www.dews.qld.gov.au/energy-water-home/electricity/solar-bonus-scheme,,2008.0,,Climate Policy Database
1682,Switzerland,CHE,,,Electricity from Geothermal Energy: Guarantee Scheme or Investment Aid for Prospecting and Exploration,"Owing to the inadequately known and developed deep sub-surface of Switzerland, the legislature has identified the high exploration risk for geothermal resources as a major technical barrier for development. In order to offset the financial implication of the high exploration risk inherent in geothermal power projects of Switzerland, up to 60% of the total sunk subsurface development cost of prospecting, finding and testing the resource may be reimbursed. Financing comes from a small portion (CHF 0.001 per kWh) of the grid surcharge (CHF 0.023 per kWh). (See reference below for more details.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/5094-electricity-from-geothermal-energy-guarantee-scheme-or-investment-aid-for-prospecting-and-exploration?country=Switzerland&qs=switzerl,,2008.0,,Climate Policy Database
1686,Malaysia,MYS,,,Renewable Energy Act establishing feed-in tariff (FIT) system,"The Renewable Energy Act 2011 was enforced on 1st April December 2011 Malaysia establishing the feed-in tariffs (FIT) system with an annual installed capacity caps to 2030.
Costs of the system are transferred onto electricity consumers who pay an additional surcharge of 1% on top of their electricity bills collected by the distribution licensees and deposited into the RE Fund, About 75% of domestic electricity costumers who consume less than 300 kWh/month will be exempted from contributing to the RE Fund.
To benefit from tariffs, renewable developers need to secure a Feed in Approval (FiA) from Sustainable Energy Development Authority (SEDA) Malaysia and conclude a RE Power Purchase Agreement with Distribution Levels (eg. TNB, SESB, public power utilities).
Existing RE power plants under the existing Small Renewable Energy Programme (SREP) under the RE Act 2011 are allowed to convert to the current FiT system.
FITs are ranging over a 21 year period for PV and mini hydro and 16 year period for biomass and biogas.
In May 2015 the feed-in tariff levels for geothermal plants were announced. Geothermal plants up to 30 MW are eligible for the FIT of MYR 0.45.kWh.",http://www.seda.gov.my/policies/renewable-energy-act-2011/,,2011.0,,Climate Policy Database
1698,United Kingdom,GBR,,,Climate Change Levy,Legislative,"(Original legislation) https://www.legislation.gov.uk/uksi/2001/838/contents/made
(2018 ammendment) https://www.legislation.gov.uk/uksi/2018/118/contents/made",,2001.0,,Climate Policy Database
1707,India,IND,,,DeenDayal Upadhyaya Gram Jyoti Yojana (DDUGJY) - rural electrification programme,,https://powermin.nic.in/sites/default/files/uploads/Deendayal_Upadhyaya_Gram_Jyoti_Yojana.pdf,,2014.0,,Climate Policy Database
1715,Japan,JPN,,,Strategy for Developing Hydrogen and Fuel-Cell Technologies,"The strategy sets the following two goals toward the realization of a hydrogen-powered society: identify three fields and ten related priority areas for Japan in technological development; and strive to continuously engage in evaluating technological development projects, creating linkages between areas of demand and technical seeds and enhancing collaboration with overseas countries. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/6565-strategy-for-developing-hydrogen-and-fuel-cell-technologies?country=Japan&qs=japan,,2019.0,,Climate Policy Database
1721,European Union,EUE,,,Biomass Action Plan,,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:52005DC0628,,2005.0,,Climate Policy Database
1724,United Kingdom,GBR,,,Biomass Task Force Report,,https://www.iea.org/policies/4440-biomass-task-force-report,,2005.0,,Climate Policy Database
1726,Uganda,UGA,,,Energy for Rural Transformation (ERT),"The Energy for Rural Transformation Program (ERT) is a World Bank funded cross-cutting programme aimed at improving rural household energy access. The programme targets 10% of rural electrification by 2012. It also seeks to spread Information Communication Technologies (ICTs), improve water sanitation and drinkable water access. The electricity access section of the project is divided into two main phases: 1) From 2002 to 2009, the programme tackles grid extension in rural areas close to urban centres. 2) From 2009 to 2012, it will legally and ficially support independent power producers investing in renewable energy-based mini-grid systems in concentrated but remote settlement areas with a potential for electricity use by rural enterprises. During this phase, the programme will also emphasise solar photovoltaic (PV) technologies by providing installation grants for small PV systems in remote areas, as well as technical assistance and support for business development. Grants are provided for the installation of: 20, 000 Small Solar Home systems and 2, 000 large PV systems with a total capacity of around 2 MWp. Funding will also develop 10, 000 biogas plants and increase biofuel production nationwide. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",https://www.iea.org/policies/4130-energy-for-rural-transformation-ert?country=Uganda&qs=turk,,2002.0,,Climate Policy Database
1735,Antigua and Barbuda,ATG,,,Nationally Determined Contribution - NDC,"Antigua and Barbuda's NDC maintains its 2015 target, but includes new sectoral targets for the energy, transport and agriculture sectors",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Antigua%20and%20Barbuda%20First/ATG%20-%20UNFCCC%20NDC%20-%202021-09-02%20-%20Final.pdf,,2021.0,2030.0,Climate Policy Database
1738,Australia,AUS,,,Queensland Smart Energy Policy,"The 10% Renewable and Low Emission Energy Target Scheme, under which electricity retailers will be required to source 10% of their electricity sales from Queensland-based renewable or low-emissions generators by 2020.",https://www.iea.org/policies/4727-queensland-smart-energy-policy,,2007.0,2012.0,Climate Policy Database
1753,Germany,DEU,,,Renewable Energy Act,,https://www.bmwi.de/Redaktion/EN/Dossier/renewable-energy.html,,2000.0,,Climate Policy Database
1760,Israel,ISR,,,Renewable energy targets and promotion policy,"2002 government set target: 5% renewable energy electricity production to be reached by 2016.
2009 target: generating 10% of Israels electricity from renewable sources in 2020, with an intermediate target of 5% in 2014.
The target would require approximately 4 GW of renewable energy capacity to be built in the next decade. Solar thermal and photovoltaic power plants are expected to account for over 70% of total generation, with the remainder made up of household PV units, wind energy and biomass. In order to meet the target, solar power plant development is pushed forward. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","http://www.ren21.net/wp-content/uploads/2016/10/REN21_GSR2016_FullReport_en_11.pdf
http://www.renewable.org.il/he-il/english.htm",,2002.0,2020.0,Climate Policy Database
1761,United Kingdom,GBR,,,Research & Development and Demonstration of Wave and Tidal-stream Technologies,,https://cdn.ymaws.com/www.renewableuk.com/resource/resmgr/publications/reports/wavetidalukcapability.pdf,,2000.0,,Climate Policy Database
1765,Mexico,MEX,,,General Law on Climate Change,"Copenhagen Pledge: 30% below Business As Usual (BAU) by 2020 subject to the availability of financial resources and technology transfer, as well as 50% GHG emissions reduction by 2050 compared to 2000. Strong emphasis on adaptation measures.
This law also creates the Climate Change Fund which helps channel finances towards mitigation and enables trading of emissions reductions certificates.
The National Climate Change Policy, the Special Programme on Climate Change, and the Special Programme on the Use of Renewable Energy are linked to the General Law and ensure its implementation.
""Existing commitments adopted by Mexico under its General Climate Change Law and presented to the UNFCCC are indicative and aspirational, subject to international support from developed countries.""
Mexico’s General Law on Climate Change of 2012 was reformed in subsequent years. In 2018, the reform was mainly carried out to establish a mandatory emissions trading system (ETS), and to bring its policy framework into greater consistency with the Paris Agreement. a 2020 a reform eliminated the National Climate Change Institute (INECC) and mandated its tasks to be taken by SEMARNAT. It also eliminated the Climate Change Fund.
In 2014, Art. 3, Art. 17, Art.45, Art. 84 were reformed.
In 2015 Art. 7, Art. 47, Art. 86 and Art. 107 were reformed.
In 2016,  Art. 28 and Art. 30 were reformed.
In January 2018, Art. 5, Art. 8, Art. 10, Art. 12 and Art. 91 were reformed.
In September 2018, Art. 2, Art. 3, Art.15, Art. 26, Art.28, Art. 31, Art. 37, Art. 57, Art. 58, Art. 63, Art. 64, Art. 74, Art. 87, Art. 94, Art. 95, and Art. 98 were reformed.
Art. 15 and 74 specifies the tasks of the National Institute of Ecology and Climate Change (Instituto Nacional de Ecología y Cambio Climático).
Art. 26 and 98 outline the principles and evaluation to be followed in the elaboration of the National Climate Change Policy.
Art. 28 mandates the elaboration of the National Adaptation Strategy and states that the federal state has the prerogative of designing and managing Mexico's policy and strategy regarding adapatation to climate change, as well as to coordinate and implement the policy tools provided by this law.
Art. 47 and 63 list the taks of the Climate Change Commision. Art. 57 oulines the tasks of the climate change council. Art 58 adds the National Adaptation Strategy and Natinally Determined Contribution to the national climate change planning instruments.
Art. 87 and 94 further especify taks for the SEMARNAT.
In 2020,  Art. 8, Art, 16, Art. 32, Art. 50, Art. 81, Art. 82, Art. 83, Art. 86, Art. 92, Art. 107, Art.108. Repeals parts of Art. 3, Art. 7, Art.8, Art. 80, and Art.85 were reformed.","http://www.profepa.gob.mx/innovaportal/file/6583/1/ley_general_de_cambio_climatico.pdf
http://faolex.fao.org/docs/pdf/mex140849.pdf",2012.0,2012.0,2014.0,Climate Policy Database
