"","Country","Country Code","Source NC#","Year","Policy Name","Policy Description","Link","year_implementation","year_decision","year_end","indicator_database_source"
"1932","Finland","FIN",NA,NA,"Act on Verification and Notification of Origin of Electricity (1129/2003)","Legislative. Last amended in 2013","https://www.fingrid.fi/en/electricity-market/guarantees-of-origin/legislation/",NA,2004,NA,"Climate Policy Database"
"1933","China","CHN",NA,NA,"Onshore wind feed-in Tariff","In 2009, the Chinese National Development and Reform Document (NDRD) introduced a feed-in tariff to support the deployment of electricity from onshore wind, applying over a 20 year period.
Ammendement in 2017
Starting from 1 Jan 2017, the feed-in tariff levels for onshore wind are reduced to RMB 0.4, 0.45,0.49 and 0.57 per kwh for zones (/categories) 1-4.
Starting from 1 Jan 2017, the Feed-in tariff for offshore wind and intertidal zone is RMB 0.85 and RMB 0.75 per kwh respectively.","http://jbyrne.org/wp-content/uploads/2013_es_EP_wind-energy_China_huwangbyrnelado_2.pdf",NA,2009,NA,"Climate Policy Database"
"1934","India","IND",NA,NA,"Punjab Policy on Net-Metering for Grid Interactive Rooft-top Solar Photovoltaic Power Plants","This policy applies to the distribution licensee and consumers of distribution licensee of the State of Punjab. It was adopted to support the 2012 New and Renewable Sources of Energy Policy. The eligible consumer can install a rooftop solar system under net metering arrangements according to the permissions defined within the policy. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/6227-punjab-policy-on-net-metering-for-grid-interactive-rooft-top-solar-photovoltaic-power-plants?country=India&page=4&qs=indi",NA,2014,NA,"Climate Policy Database"
"1935","Australia","AUS",NA,NA,"Snowy 2.0","""The project involves linking two existing dams, Tantangara and Talbingo, through a 27km underground tunnel and building a new underground power station. (...) Snowy 2.0 will provide an additional 2,000 megawatts (MW) of dispatchable generating capacity and approximately 350,000 megawatt hours (MWh) of large-scale storage to the National Electricity Market (NEM)."" (See reference below.) It is expected to first generate power in late 2024.","https://www.snowyhydro.com.au/snowy-20/",NA,2019,NA,"Climate Policy Database"
"1936","Bosnia and Herzegovina","BIH",NA,NA,"National renewable energy action plan ( NREAP)","With the adoption of the NREAP, Bosnia and Herzegovina has increased its compliance with the requirements of Directive 2009/28/EC. It is foreseen that the binding renewable energy target will be exceeded, reaching 43% in 2020.","http://www.unece.org/fileadmin/DAM/env/water/meetings/2018/4-5_December__Sarajevo__Bosnia_and_Herzegovina/Miron_Energy_Community_RES_Directives_and_requirements_for_new_targets.pdf",NA,2009,2020,"Climate Policy Database"
"1937","Spain","ESP",NA,NA,"Renewable Energy Plan 2005 - 2010","The Spanish Renewable Energy Plan (Plan de Energías Renovables en España, PER) for 2005-2010 represents a revision of the Spanish Promotion Plan for Renewable Energy (Plan de Fomento de las Energías Renovables en España) 2000-2010 in force up until then. The Plan presents the energy targets set for each area of renewable energy technology, the measures necessary to meet those targets - including financing - and the lines of technological innovation and the benefits deriving from their application. The Plan aims to maintain the governments commitment to meet at least 12% of total energy use from renewable sources by 2010, while incorporating other indicative targets - 29.4% of electricity generated from renewable sources and 5.75% (more accurately 5.83%) of transport fuel needs to be met from biofuels by 2010 - adopted after the previous Plan came into effect. (For more details, see reference below.) IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/4431-renewable-energy-plan-2005-2010?country=Spain&page=5&qs=spain",NA,2005,NA,"Climate Policy Database"
"1938","Australia","AUS",NA,NA,"National Strategy on Energy efficiency","Strategy to accelerate energy efficiency improvements for householders and businesses across all sectors of the economy. The strategy will provide a nationally consistent and coordinated approach to energy efficiency. The strategy is designed to complement the CPRS (emissions trading scheme) by addressing information, organisational and other non-market barriers.
1. Assisting households and businesses to transition to a low-carbon future;
2. Reducing impediments to the uptake of energy efficiency;
3. Making buildings more energy efficient; and
4. Government working in partnership and leading the way.","http://unfccc.int/resource/docs/natc/aus_nc5.pdf",NA,2010,NA,"Climate Policy Database"
"1939","Mexico","MEX",NA,NA,"Public Electricity Service Law (Ley del Servicio Público de Energía Eléctrica)","Last revised 2012. It establishes that public electricity service is of the exclusive competence of the Mexican State, through the national electricity companies, and must be provided on a least-cost basis.","http://www.cre.gob.mx/",NA,1975,NA,"Climate Policy Database"
"1940","United Kingdom","GBR",NA,NA,"Feed-in Tariffs for renewable electricity","This policy applies to hydropower, anaerobic digestion, wind and solar PV technologies under 5MW. The FiT lasts between 10 and 25 years, according to the technology. A scheme was also implemented for micro CHP (end of application period on 31 March 2019: https://energysavingtrust.org.uk/renewable-energy/electricity/micro-chp).
For details, refer to the sources below.","https://climate-laws.org/cclow/geographies/united-kingdom/laws/feed-in-tariffs-for-renewable-electricity
http://www.res-legal.eu/search-by-country/united-kingdom/single/s/res-e/t/promotion/aid/feed-in-tariff-5/lastp/203/",NA,2010,NA,"Climate Policy Database"
"1941","France","FRA",NA,NA,"Flexible depreciation",NA,NA,NA,2003,NA,"Climate Policy Database"
"1942","European Union","EUE",NA,NA,"Directive on the limitation of emissions of certain pollutants into the air from medium combustion plants","(EU) 2015/2193
""This Directive lays down rules to control emissions of sulphur dioxide (SO2), nitrogen oxides (NOx) and dust into the air from medium combustion plants, and thereby reduce emissions to air and the potential risks to human health and the environment from such emissions. This Directive also lays down rules to monitor emissions of carbon monoxide (CO).""
""This Directive shall apply to combustion plants with a rated thermal input equal to or greater than 1 MW and less than 50 MW (‘medium combustion plants’), irrespective of the type of fuel they use. This Directive shall also apply to a combination formed by new medium combustion plants pursuant to Article 4, including a combination where the total rated thermal input is equal to or greater than 50 MW, unless the combination forms a combustion plant covered by Chapter III of Directive 2010/75/EU.""
""Member States shall lay down the rules on penalties applicable to infringements of the national provisions adopted pursuant to this Directive and shall take all measures necessary to ensure that they are implemented."" (http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2015.313.01.0001.01.ENG)","http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2015.313.01.0001.01.ENG",NA,2015,NA,"Climate Policy Database"
"1943","Egypt","EGY",NA,NA,"Resolution No. 212 allocating desert land for creation of the First Sun Thermal Station",NA,"http://web.law.columbia.edu/climate-change/resources/climate-change-laws-world/egypt",NA,2003,NA,"Climate Policy Database"
"1944","Liberia","LBR",NA,NA,"Intended Nationally Determined Contribution - INDC","Liberia’s Initial National Communication (2013) reinforces the National Energy Policy with additional long-term targets and related activities, which includes: • Reducing GHGs by at least 10% by 2030 • Improving energy efficiency by at least 20% by 2030 • Raising share of renewable energy to at least 30% of electricity production and 10% of overall energy consumption by 2030 • Replacing cooking stoves with low thermal efficiency (5-10%) with the higherefficiency (40%) stoves. The long-term strategy of Liberia is to achieve carbon neutrality by 2050.","http://www4.unfccc.int/Submissions/INDC/Published%20Documents/Liberia/1/INDC%20Final%20Submission%20Sept%2030%202015.002.pdf",NA,2015,2030,"Climate Policy Database"
"1945","Mexico","MEX",NA,NA,"Electricity sector perspective 2017-2031","This strategic policy document sets out projections for the electricity sector including total consumption and electricity mix. In 2016, the generation of electric power was located at 319,364 GWh, of which 79.7% came from conventional technologies and 20.3% clean technologies. By 2031, the generation will increase by 43.0% to a total of 456,683 GWh, of which 54.1% will be generation with fossil fuels
 and 45.9% with clean technologies.","https://climateactiontracker.org/countries/mexico/policies-action/
https://www.gob.mx/cms/uploads/attachment/file/284345/Prospectiva_del_Sector_El_ctrico_2017.pdf",2017,2017,2031,"Climate Policy Database"
"1946","Kazakhstan","KAZ",NA,NA,"Emissions Trading Scheme","15% GHG reduction by 2020 below 1992 GHG levels. Pilot phase in 2013, subsequent phases 2014-2015 and 2016-2020
The current ‘National Allocation Plan’ for 2021 sets a cap of 159.9 MtCO2 for the year, with 225 participating installations belonging to 130 operators. According to the new Environmental Code, which will come into force in July 2021, the next National Allocation Plan will be developed for five years.","https://icapcarbonaction.com/en/?option=com_etsmap&task=export&format=pdf&layout=list&systems%5B%5D=46",NA,2013,NA,"Climate Policy Database"
"1947","European Union","EUE",NA,NA,"Technology Platform for Zero Emissions Fossil Fuel Power Plants",NA,"http://projects.mcrit.com/foresightlibrary/attachments/Technologies_Zero_Emission_Platform.pdf",NA,2005,NA,"Climate Policy Database"
"1948","Russian Federation","RUS",NA,NA,"Rosenergoatom’s investment programme","""In February 2010, the Government announced that Rosenergoatom’s investment programme for 2010 amounted to RUR 163.3 billion, of which RUR 53 billion would come from the federal budget. Of the total cost, RUR 101.7 billion is for nuclear plant construction, almost half of which is to come from Rosenergoatom’s funds. However, early in 2017 the chief executive officer of Rosatom said that the Government would end state support for the construction of new nuclear units in 2020, and so Rosatom had to learn to earn money on its own, primarily via commercial nuclear energy projects in the international market.""","https://cnpp.iaea.org/countryprofiles/Russia/Russia.htm",NA,2010,2020,"Climate Policy Database"
"1949","Belgium","BEL",NA,NA,"Grants for Solar Thermal (Brussels)","As of 1 January 2007, a new Decree provides various subsidies for the installation of solar energy in households. For these small photovoltaic systems, the Brussels government offers a subsidy of EUR 3 per peak watt with a maximum grant of 50 % of investment cost per household (40% for professional sector, such as industry or services), with a maximum grant of EUR 3000 for solar water heating systems and EUR 6000 for combination systems for solar water heating and central heating. In addition, the cost of a meter is reimbursed (EUR 235). IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]","https://www.iea.org/policies/4665-brussels-grants-for-solar-thermal?country=Belgium&page=2&qs=belgiu",NA,2007,NA,"Climate Policy Database"
