"","ISO","Module","Policy","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source"
"1005","IND","Buildings","Financing Mechanism Buildings",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"1006","IND","Electricity","AirEmissionStandards",2016,8,"NMBI","Performance Standards",4,4,0,1,1,"OECD"
"1007","IND","Industry","Financing Mechanism Industry",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"1008","IND","International","Evaluation Biannual Report",2016,10,"Other","Climate data",9,9,0,1,1,"OECD"
"1009","IND","International","UNFCCC Submission",2016,3,"Other","Climate data",2,3,0,1,1,"OECD"
"1010","ISR","Industry","EnergyEfficiencyMandates",2016,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD"
"1011","ISR","International","UNFCCC Submission",2016,3,"Other","Climate data",2,3,0,1,1,"OECD"
"1012","ITA","Cross_sectoral","RDD_CCS",2016,5,"MBI","Other MBI",0,4,0,0,1,"OECD"
"1013","ITA","Industry","EnergyEfficiencyMandates",2016,4,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD"
"1014","ITA","International","GHG Reporting Accounting",2016,10,"Other","Climate data",5,5,0,1,1,"OECD"
"1015","ITA","International","UNFCCC Submission",2016,7,"Other","Climate data",4,3,0,1,1,"OECD"
"1016","ITA","Transport","Investment in Rail Infrastructure",2016,9,"NMBI","Other NMBI",2,0,0,1,0,"OECD"
"1017","JPN","Cross_sectoral","RDD_Otherstorage",2016,8,"MBI","Other MBI",3,3,0,1,1,"OECD"
"1018","JPN","International","Evaluation Biannual Report",2016,8,"Other","Climate data",2,2,0,1,1,"OECD"
"1019","JPN","International","UNFCCC Submission",2016,8,"Other","Climate data",3,2,0,1,1,"OECD"
"1020","KOR","Industry","Fossil Fuel Subsidies Industry",2016,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1021","KOR","International","UNFCCC Submission",2016,4,"Other","Climate data",2,4,0,1,0,"OECD"
"1022","NLD","Buildings","Financing Mechanism Buildings",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"1023","NLD","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2016,8,"MBI","Carbon Pricing",8,8,1,1,1,"OECD"
"1024","NLD","Cross_sectoral","RDD_EnergyEfficiency",2016,8,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1025","NLD","Electricity","Fossil Fuel Subsidies Electricity",2016,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD"
"1026","NLD","International","GHG Reporting Accounting",2016,8,"Other","Climate data",3,3,0,1,1,"OECD"
"1027","NOR","Cross_sectoral","Net Zero Targets",2016,8,"Other","Targets",2,8,0,1,0,"OECD"
"1028","NOR","Electricity","PlanningRenewablesExpansion",2016,9,"NMBI","Other regulatory instruments",3,4,0,1,1,"OECD"
"1029","NOR","Electricity","Renewable energy certificates",2016,8,"MBI","Subsidy",1,2,0,0,1,"OECD"
"1030","NOR","International","GHG Reporting Accounting",2016,7,"Other","Climate data",2,2,0,1,1,"OECD"
"1031","NOR","International","UNFCCC Submission",2016,7,"Other","Climate data",5,4,0,1,1,"OECD"
"1032","RUS","Buildings","MEPS of appliances",2016,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"1033","RUS","International","UNFCCC Submission",2016,6,"Other","Climate data",3,1,0,1,0,"OECD"
"1034","SWE","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2016,7,"MBI","Carbon Pricing",7,1,0,1,0,"OECD"
"1035","SWE","Electricity","PlanningRenewablesExpansion",2016,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD"
"1036","SWE","International","Evaluation Biannual Report",2016,8,"Other","Climate data",4,4,0,1,1,"OECD"
"1037","SWE","International","GHG Reporting Accounting",2016,10,"Other","Climate data",5,5,0,1,1,"OECD"
"1038","SWE","International","UNFCCC Submission",2016,8,"Other","Climate data",3,2,0,1,1,"OECD"
"1039","SWE","Transport","Congestion Charges",2016,6,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1040","USA","Buildings","ETS Buildings",2016,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"1041","USA","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2016,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1042","USA","Electricity","AirEmissionStandards",2016,9,"NMBI","Performance Standards",4,4,0,1,1,"OECD"
"1043","USA","International","Ratification of Climate Treaties",2016,7,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1044","USA","International","UNFCCC Submission",2016,8,"Other","Climate data",5,4,0,1,1,"OECD"
"1045","AUS","International","Ratification of Climate Treaties",2017,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1046","AUT","Cross_sectoral","RDD_Hydrogen",2017,6,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1047","AUT","Electricity","BanPhaseOutCoal",2017,6,"NMBI","Technology Standards",4,6,0,1,0,"OECD"
"1048","BEL","Cross_sectoral","RDD_Otherstorage",2017,8,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1049","BEL","Electricity","BanPhaseOutCoal",2017,8,"NMBI","Technology Standards",4,8,0,1,0,"OECD"
"1050","BEL","International","UNFCCC Submission",2017,8,"Other","Climate data",2,5,0,1,0,"OECD"
"1051","BRA","Electricity","Auction",2017,3,"MBI","Subsidy",3,-1,0,1,0,"OECD"
"1052","BRA","Industry","Fossil Fuel Subsidies Industry",2017,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1053","BRA","Transport","Fossil Fuel Subsidies Transport",2017,5,"MBI","Carbon Pricing",3,3,0,1,1,"OECD"
"1054","BRA","Transport","MEPS Transport",2017,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"1055","CAN","Cross_sectoral","RDD_EnergyEfficiency",2017,8,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1056","CAN","Electricity","BanPhaseOutCoal",2017,5,"NMBI","Technology Standards",4,5,0,1,0,"OECD"
"1057","CAN","Electricity","Carbon Tax Electricity",2017,5,"MBI","Carbon Pricing",3,3,0,1,1,"OECD"
"1058","CAN","Electricity","ETS Electricity",2017,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1059","CAN","Industry","Carbon Tax Industry",2017,4,"MBI","Carbon Pricing",3,2,0,1,1,"OECD"
"1060","CAN","Industry","ETS Industry",2017,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1061","CAN","International","International Initiatives",2017,8,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1062","CHE","Buildings","Financing Mechanism Buildings",2017,8,"MBI","Subsidy",8,8,1,1,1,"OECD"
"1063","CHE","Buildings","Labels Appliances",2017,10,"NMBI","Information",2,2,0,1,1,"OECD"
"1064","CHE","Buildings","MEPS of appliances",2017,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD"
"1065","CHE","Electricity","BanPhaseOutCoal",2017,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD"
"1066","CHE","Industry","EnergyEfficiencyMandates",2017,6,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD"
"1067","CHE","Industry","Financing Mechanism Industry",2017,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"1068","CHE","International","UNFCCC Submission",2017,7,"Other","Climate data",2,4,0,1,0,"OECD"
"1069","CHN","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2017,5,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1070","DEU","Electricity","Auction",2017,4,"MBI","Subsidy",2,1,0,1,0,"OECD"
"1071","DEU","Electricity","PlanningRenewablesExpansion",2017,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD"
"1072","DEU","International","Ratification of Climate Treaties",2017,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1073","DNK","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2017,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD"
"1074","DNK","Cross_sectoral","RDD_CCS",2017,5,"MBI","Other MBI",3,3,0,1,1,"OECD"
"1075","DNK","Electricity","BanPhaseOutCoal",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD"
"1076","ESP","International","UNFCCC Submission",2017,8,"Other","Climate data",2,3,0,1,1,"OECD"
"1077","FIN","Cross_sectoral","Net Zero Targets",2017,7,"Other","Targets",7,7,1,1,1,"OECD"
"1078","FIN","Cross_sectoral","RDD_Nuclear",2017,9,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1079","FIN","Electricity","BanPhaseOutCoal",2017,5,"NMBI","Technology Standards",4,5,0,1,0,"OECD"
"1080","FIN","International","International Initiatives",2017,7,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1081","FIN","International","Ratification of Climate Treaties",2017,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1082","FIN","Transport","MEPS Transport",2017,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"1083","FRA","Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",2017,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD"
"1084","FRA","Cross_sectoral","Net Zero Targets",2017,5,"Other","Targets",5,5,1,1,1,"OECD"
"1085","FRA","Electricity","Auction",2017,3,"MBI","Subsidy",3,0,0,1,0,"OECD"
"1086","FRA","Electricity","BanPhaseOutCoal",2017,6,"NMBI","Technology Standards",4,6,0,1,0,"OECD"
"1087","FRA","Transport","Bans and Phaseouts passenger cars ICE",2017,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD"
"1088","FRA","Transport","Carbon Tax Transport",2017,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1089","GBR","Cross_sectoral","RDD_CCS",2017,7,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1090","GBR","Cross_sectoral","RDD_EnergyEfficiency",2017,8,"MBI","Other MBI",2,3,0,1,1,"OECD"
"1091","GBR","Electricity","BanPhaseOutCoal",2017,6,"NMBI","Technology Standards",4,4,0,1,1,"OECD"
"1092","GBR","International","Ratification of Climate Treaties",2017,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1093","GBR","Transport","MEPS Transport",2017,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"1094","IND","Electricity","Auction",2017,5,"MBI","Subsidy",2,2,0,1,1,"OECD"
"1095","IND","Transport","MEPS Transport",2017,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD"
"1096","IND","Transport","Speed Limits",2017,9,"NMBI","Other NMBI",9,9,1,1,1,"OECD"
"1097","ITA","Cross_sectoral","Methane Policies",2017,2,"NMBI","Other NMBI",2,2,1,1,1,"OECD"
"1098","ITA","Electricity","BanPhaseOutCoal",2017,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1099","ITA","Industry","Fossil Fuel Subsidies Industry",2017,5,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1100","JPN","Buildings","Financing Mechanism Buildings",2017,8,"MBI","Subsidy",3,3,0,1,1,"OECD"
"1101","JPN","Electricity","Auction",2017,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"1102","JPN","International","International Initiatives",2017,7,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1103","JPN","Transport","Investment in Rail Infrastructure",2017,6,"NMBI","Other NMBI",2,1,0,1,0,"OECD"
"1104","KOR","Electricity","Auction",2017,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"1105","NLD","Cross_sectoral","Net Zero Targets",2017,5,"Other","Targets",5,5,1,1,1,"OECD"
"1106","NLD","Cross_sectoral","RDD_CCS",2017,8,"MBI","Other MBI",4,4,0,1,1,"OECD"
"1107","NLD","Cross_sectoral","RDD_Hydrogen",2017,8,"MBI","Other MBI",6,6,0,1,1,"OECD"
"1108","NLD","Cross_sectoral","RDD_Otherstorage",2017,7,"MBI","Other MBI",3,1,0,1,0,"OECD"
"1109","NLD","Electricity","Auction",2017,1,"MBI","Subsidy",1,1,1,0,0,"OECD"
"1110","NLD","Electricity","BanPhaseOutCoal",2017,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD"
"1111","NLD","Industry","Financing Mechanism Industry",2017,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"1112","NLD","International","International Initiatives",2017,9,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1113","NLD","International","UNFCCC Submission",2017,8,"Other","Climate data",2,3,0,1,1,"OECD"
"1114","NOR","International","Ratification of Climate Treaties",2017,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1115","NOR","Transport","Bans and Phaseouts passenger cars ICE",2017,4,"NMBI","Technology Standards",2,2,0,1,1,"OECD"
"1116","SWE","Cross_sectoral","Independent Advisory Body",2017,2,"Other","Governance",2,2,1,1,1,"OECD"
"1117","SWE","Cross_sectoral","Net Zero Targets",2017,8,"Other","Targets",8,8,1,1,1,"OECD"
"1118","SWE","Cross_sectoral","RDD_EnergyEfficiency",2017,10,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1119","SWE","Electricity","BanPhaseOutCoal",2017,6,"NMBI","Technology Standards",6,6,1,1,1,"OECD"
"1120","SWE","International","Ratification of Climate Treaties",2017,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1121","AUS","Buildings","Financing Mechanism Buildings",2018,10,"MBI","Subsidy",2,2,0,1,1,"OECD"
"1122","AUS","Cross_sectoral","RDD_Hydrogen",2018,7,"MBI","Other MBI",4,4,0,1,1,"OECD"
"1123","AUS","Electricity","Auction",2018,1,"MBI","Subsidy",1,1,1,0,0,"OECD"
"1124","AUS","International","Evaluation Biannual Report",2018,10,"Other","Climate data",4,4,0,1,1,"OECD"
"1125","AUS","Transport","Speed Limits",2018,9,"NMBI","Other NMBI",2,2,0,1,1,"OECD"
"1126","AUT","Cross_sectoral","RDD_Hydrogen",2018,7,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1127","AUT","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1128","AUT","Electricity","PlanningRenewablesExpansion",2018,7,"NMBI","Other regulatory instruments",1,2,0,0,1,"OECD"
"1129","AUT","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1130","AUT","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1131","AUT","International","Ratification of Climate Treaties",2018,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1132","BEL","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1133","BEL","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1134","BEL","International","Evaluation Biannual Report",2018,8,"Other","Climate data",2,2,0,1,1,"OECD"
"1135","BEL","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1136","BEL","International","Ratification of Climate Treaties",2018,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1137","BRA","Buildings","Financing Mechanism Buildings",2018,10,"MBI","Subsidy",2,2,0,1,1,"OECD"
"1138","BRA","Industry","EnergyEfficiencyMandates",2018,6,"NMBI","Other regulatory instruments",2,3,0,1,1,"OECD"
"1139","BRA","International","Evaluation Biannual Report",2018,9,"Other","Climate data",2,2,0,1,1,"OECD"
"1140","CAN","Cross_sectoral","Net Zero Targets",2018,5,"Other","Targets",5,5,1,1,1,"OECD"
"1141","CAN","Cross_sectoral","RDD_Otherstorage",2018,10,"MBI","Other MBI",2,2,0,1,1,"OECD"
"1142","CAN","International","Evaluation Biannual Report",2018,4,"Other","Climate data",2,2,0,1,1,"OECD"
"1143","CHE","Electricity","AirEmissionStandards",2018,9,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"1144","CHE","Electricity","PlanningRenewablesExpansion",2018,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD"
"1145","CHE","Industry","EnergyEfficiencyMandates",2018,8,"NMBI","Other regulatory instruments",2,7,0,1,0,"OECD"
"1146","CHE","International","Evaluation Biannual Report",2018,8,"Other","Climate data",6,6,0,1,1,"OECD"
"1147","CHE","International","International Initiatives",2018,8,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1148","CHE","International","Ratification of Climate Treaties",2018,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1149","CHN","Electricity","Auction",2018,5,"MBI","Subsidy",5,2,0,1,1,"OECD"
"1150","CHN","Electricity","Renewable energy certificates",2018,7,"MBI","Subsidy",7,7,1,1,1,"OECD"
"1151","DEU","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1152","DEU","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1153","DEU","International","Evaluation Biannual Report",2018,10,"Other","Climate data",6,6,0,1,1,"OECD"
"1154","DEU","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1155","DNK","Cross_sectoral","Net Zero Targets",2018,5,"Other","Targets",5,5,1,1,1,"OECD"
"1156","DNK","Electricity","Auction",2018,2,"MBI","Subsidy",2,-1,0,1,0,"OECD"
"1157","DNK","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1158","DNK","Electricity","PlanningRenewablesExpansion",2018,9,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD"
"1159","DNK","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1160","DNK","International","Evaluation Biannual Report",2018,6,"Other","Climate data",4,4,0,1,1,"OECD"
"1161","DNK","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1162","DNK","International","Ratification of Climate Treaties",2018,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1163","DNK","Transport","Bans and Phaseouts passenger cars ICE",2018,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD"
"1164","ESP","Cross_sectoral","Net Zero Targets",2018,6,"Other","Targets",6,6,1,1,1,"OECD"
"1165","ESP","Cross_sectoral","RDD_Otherstorage",2018,5,"MBI","Other MBI",3,0,0,1,0,"OECD"
"1166","ESP","Cross_sectoral","RDD_Renewables",2018,6,"MBI","Other MBI",3,1,0,1,0,"OECD"
"1167","ESP","Electricity","BanPhaseOutCoal",2018,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD"
"1168","ESP","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1169","ESP","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1170","ESP","International","Evaluation Biannual Report",2018,6,"Other","Climate data",2,2,0,1,1,"OECD"
"1171","ESP","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1172","FIN","Buildings","Financing Mechanism Buildings",2018,5,"MBI","Subsidy",5,5,1,1,1,"OECD"
"1173","FIN","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1174","FIN","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1175","FIN","Industry","Financing Mechanism Industry",2018,5,"MBI","Subsidy",5,5,1,1,1,"OECD"
"1176","FIN","International","Evaluation Biannual Report",2018,10,"Other","Climate data",2,2,0,1,1,"OECD"
"1177","FIN","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1178","FRA","Buildings","Carbon Tax Buildings",2018,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1179","FRA","Cross_sectoral","Independent Advisory Body",2018,2,"Other","Governance",2,2,1,1,1,"OECD"
"1180","FRA","Electricity","Auction",2018,5,"MBI","Subsidy",2,5,0,1,0,"OECD"
"1181","FRA","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1182","FRA","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1183","FRA","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1184","FRA","International","Ratification of Climate Treaties",2018,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1185","FRA","Transport","Carbon Tax Transport",2018,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1186","GBR","Cross_sectoral","Net Zero Targets",2018,6,"Other","Targets",2,2,0,1,1,"OECD"
"1187","GBR","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1188","GBR","International","Evaluation Biannual Report",2018,8,"Other","Climate data",5,5,0,1,1,"OECD"
"1189","GBR","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1190","IND","Industry","MEPS electric motors",2018,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD"
"1191","ISR","Buildings","Financing Mechanism Buildings",2018,8,"MBI","Subsidy",3,3,0,1,1,"OECD"
"1192","ISR","Electricity","BanPhaseOutCoal",2018,5,"NMBI","Technology Standards",5,5,1,1,1,"OECD"
"1193","ISR","Industry","Financing Mechanism Industry",2018,10,"MBI","Subsidy",5,5,0,1,1,"OECD"
"1194","ISR","International","International Initiatives",2018,3,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1195","ISR","Transport","Bans and Phaseouts passenger cars ICE",2018,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD"
"1196","ITA","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1197","ITA","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1198","ITA","International","Evaluation Biannual Report",2018,6,"Other","Climate data",2,2,0,1,1,"OECD"
"1199","ITA","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1200","JPN","Buildings","ETS Buildings",2018,5,"MBI","Carbon Pricing",5,5,1,1,1,"OECD"
"1201","JPN","Industry","ETS Industry",2018,4,"MBI","Carbon Pricing",4,4,1,1,1,"OECD"
"1202","JPN","International","International Initiatives",2018,8,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1203","JPN","International","Ratification of Climate Treaties",2018,10,"Other","International Co-operation",2,2,0,1,1,"OECD"
"1204","KOR","Industry","EnergyEfficiencyMandates",2018,8,"NMBI","Other regulatory instruments",7,7,0,1,1,"OECD"
"1205","NLD","Cross_sectoral","Methane Policies",2018,4,"NMBI","Other NMBI",2,2,0,1,1,"OECD"
"1206","NLD","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1207","NLD","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1208","NLD","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1209","NLD","International","Ratification of Climate Treaties",2018,10,"Other","International Co-operation",2,3,0,1,1,"OECD"
"1210","NOR","Cross_sectoral","RDD_Otherstorage",2018,10,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1211","NOR","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1212","NOR","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1213","NOR","International","Evaluation Biannual Report",2018,6,"Other","Climate data",3,3,0,1,1,"OECD"
"1214","NOR","International","International Initiatives",2018,9,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1215","NOR","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1216","RUS","Buildings","BuildingEnergyCodes",2018,10,"NMBI","Performance Standards",10,10,1,1,1,"OECD"
"1217","RUS","Electricity","Auction",2018,3,"MBI","Subsidy",3,3,1,1,1,"OECD"
"1218","RUS","International","Evaluation Biannual Report",2018,4,"Other","Climate data",2,2,0,1,1,"OECD"
"1219","SWE","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2018,5,"MBI","Carbon Pricing",5,-2,0,1,0,"OECD"
"1220","SWE","Cross_sectoral","Independent Advisory Body",2018,4,"Other","Governance",2,4,0,1,0,"OECD"
"1221","SWE","Electricity","ETS Electricity",2018,7,"MBI","Carbon Pricing",2,2,0,1,1,"OECD"
"1222","SWE","Industry","ETS Industry",2018,7,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1223","SWE","International","Pricing Aviation Maritime",2018,2,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1224","USA","Electricity","Feed-In-Tariffs",2018,4,"MBI","Subsidy",2,2,0,1,1,"OECD"
"1225","AUS","Cross_sectoral","RDD_Otherstorage",2019,6,"MBI","Other MBI",2,3,0,1,1,"OECD"
"1226","AUS","International","International Initiatives",2019,7,"Other","International Co-operation",1,2,0,0,1,"OECD"
"1227","AUT","Buildings","Bans and Phaseouts Fossil Fuels Heating",2019,3,"NMBI","Technology Standards",3,3,1,1,1,"OECD"
"1228","AUT","Cross_sectoral","Net Zero Targets",2019,5,"Other","Targets",5,5,1,1,1,"OECD"
"1229","AUT","Cross_sectoral","RDD_Hydrogen",2019,8,"MBI","Other MBI",1,2,0,0,1,"OECD"
"1230","AUT","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1231","AUT","International","International Initiatives",2019,8,"Other","International Co-operation",3,3,0,1,1,"OECD"
"1232","BEL","Buildings","Bans and Phaseouts Fossil Fuels Heating",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD"
"1233","BEL","Buildings","Financing Mechanism Buildings",2019,10,"MBI","Subsidy",2,2,0,1,1,"OECD"
"1234","BEL","Cross_sectoral","Fossil Fuel Subsidies Producer Support",2019,10,"MBI","Carbon Pricing",10,10,0,1,1,"OECD"
"1235","BEL","Cross_sectoral","Net Zero Targets",2019,3,"Other","Targets",3,3,1,1,1,"OECD"
"1236","BEL","Cross_sectoral","RDD_Hydrogen",2019,7,"MBI","Other MBI",4,4,0,1,1,"OECD"
"1237","BEL","Cross_sectoral","RDD_Otherstorage",2019,9,"MBI","Other MBI",2,1,0,1,0,"OECD"
"1238","BEL","Cross_sectoral","RDD_Renewables",2019,6,"MBI","Other MBI",3,1,0,1,0,"OECD"
"1239","BEL","Electricity","PlanningRenewablesExpansion",2019,7,"NMBI","Other regulatory instruments",5,6,0,1,1,"OECD"
"1240","BEL","Electricity","Renewable energy certificates",2019,10,"MBI","Subsidy",2,2,0,1,1,"OECD"
"1241","BEL","Industry","ETS Industry",2019,8,"MBI","Carbon Pricing",1,2,0,0,1,"OECD"
"1242","BRA","Industry","MEPS electric motors",2019,10,"NMBI","Performance Standards",3,3,0,1,1,"OECD"
"1243","CAN","Buildings","Carbon Tax Buildings",2019,4,"MBI","Carbon Pricing",2,1,0,1,0,"OECD"
"1244","CAN","Cross_sectoral","Independent Advisory Body",2019,5,"Other","Governance",5,5,1,1,1,"OECD"
"1245","CAN","Electricity","Carbon Tax Electricity",2019,8,"MBI","Carbon Pricing",6,3,0,1,1,"OECD"
"1246","CAN","Industry","Carbon Tax Industry",2019,6,"MBI","Carbon Pricing",4,2,0,1,1,"OECD"
"1247","CAN","Transport","Carbon Tax Transport",2019,4,"MBI","Carbon Pricing",2,1,0,1,0,"OECD"
"1248","CHE","Cross_sectoral","Net Zero Targets",2019,5,"Other","Targets",5,5,1,1,1,"OECD"
"1249","CHN","Buildings","BuildingEnergyCodes",2019,10,"NMBI","Performance Standards",5,5,0,1,1,"OECD"
"1250","DEU","Buildings","Bans and Phaseouts Fossil Fuels Heating",2019,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD"
