"Policy ID","Country ISO","Policy name","Policy Title",Jurisdiction,"Supranational region",Country,"Subnational region or state","City or local","Type of policy instrument","Sector name","Policy description","Policy type","Policy stringency","Implementation state","Date of decision","Start date of implementation","End date of implementation","High impact","Policy objective","Source or references","Last update","Impact indicators: comments","Impact indicators: name","Impact indicators: value","Impact indicators: base year","Impact indicators: target year"
211002043,SAU,"National Renewable Energy Tender Program Saudi Arabia (2017)","National Renewable Energy Tender Program",Country,,"Saudi Arabia",,,"Tendering schemes, Strategic planning, Renewable energy target","Electricity and heat, Renewables","The National Renewable Energy Program is the policy through which the Ministry of Energy implements the “Vision 2030” renewable energy targets of 27.3 GW of renewable power capacity by 2023 and 58.7 GW by 2030. US$30–50 billion for renewable energy tendering scheme (bids of US$ 2-3/kWh in first round).
New Developments: Round 3 of the program was launched in January 2020, tendering 1.2 GW of solar PV. A total of close to 2.2 GW of solar PV have been tendered so far in rounds 1 and 2.",Renewables,,"In force",2017,2017,2030,High,Mitigation,https://www.powersaudiarabia.com.sa/web/attach/news/PRESS_RELEASE_Round3_RFQ.pdf,,,,,,
211004549,CZE,"National Renewable Action Plan (NREAP) Czech republic 2010 Czech Republic (2010)","National Renewable Energy Action Plan (NREAP)",Country,,Czechia,,,"Renewable energy target, Formal & legally binding renewable energy target","Electricity and heat, Renewables, General","has a legislative target of 13% and sets an indicative share of renewable energies in final energy consumption at 14% by 2020. The share of heating and cooling will be 15,5%, the share of electricity will be 13,5% and transport will take over a share of 10,8%.",Renewables,,Ended,2010,,2020,Unknown,Mitigation,http://www.enercee.net/index.php?id=322,,,,,,
211000542,DEU,"Combined Heat and Power (CHP) Extra Law (Gesetz zum Schutz der Stromerzeugung aus Kraft-Wärme-Kopplung - Kraft-Wärme-Kopplungsgesetz) Germany (2000)","Combined Heat and Power (CHP) Extra Law (Gesetz zum Schutz der Stromerzeugung aus Kraft-Wärme-Kopplung - Kraft-Wärme-Kopplungsgesetz)",Country,,Germany,,,"Fiscal or financial incentives, Feed-in tariffs or premiums","Electricity and heat",,"Energy efficiency",,Superseded,2000,,,Unknown,Mitigation,http://www.bmwi.de,,,,,,
211002692,CHN,"Solar PV feed-in tariff China (2011)","Solar PV feed-in tariff",Country,,China,,,"Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,"In force",2011,,,Unknown,Mitigation,https://www.resourcesmag.org/common-resources/chinas-solar-feed-in-tariffs-one-technologys-moment-in-the-sun/,,,,,,
211001496,IDN,"Value-Added Tax and Import Duty Exemption For Renewable Energy Property Indonesia (2010)","Value-Added Tax and Import Duty Exemption For Renewable Energy Property",Country,,Indonesia,,,"Fiscal or financial incentives, Tax relief","Electricity and heat","The Regulation of 2010 mainly applies to renewable energy, but also to power plants in general. It stipulates that Import duty exemptions are valid for:
for machinery and capital for renewable energy;
for capital goods required for public electricity supply (on- and off-grid).
Value Added Tax (VAT) exemptions apply to taxable goods imported to develop renewable energy projects, as long as no substitutes are manufactured in Indonesia. Exemptions are valid for 2 years with optional exenstion depending on applicability and feasibility. As of 2016, the exemption is still applicable.
The VAT exemption applies to machinerey (both constructed and dismantled); while tax may still be rasied on spare parts that companies need to use renewable energy for end-product manufacturing.",Renewables,,"In force",2010,,,Unknown,Mitigation,http://www.flevin.com/id/lgso/translations/JICA%20Mirror/english/4244_21_PMK.011_2010_e.html,,,,,,
211003635,SVK,"Decree No. 221/2013 establishing a price regulation in electricity and Decree No. 189/2014 (which amends and supplements decree 221/2013) Slovakia (2013)","Decree No. 221/2013 establishing a price regulation in electricity and Decree No. 189/2014 (which amends and supplements decree 221/2013)",Country,,Slovakia,,,"Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,"In force",2013,,,Unknown,Mitigation,http://extwprlegs1.fao.org/docs/pdf/vie164901.pdf,,,,,,
211000879,SAU,"Energy Conservation and Awareness Department Saudi Arabia (2011)","Energy Conservation and Awareness Department",Country,,"Saudi Arabia",,,"Institutional creation, Regulatory Instruments","Electricity and heat",,"Energy efficiency",,Unknown,2011,,,Unknown,Mitigation,http://unfccc.int/resource/docs/natc/saunc2.pdf,,,,,,
211003458,SWE,"Act on Electricity certificates: Act No. 2011:1200 and Regulation on Electricity certificates – Regulation No. 2011:1480 Sweden (2011)","Act on Electricity certificates: Act No. 2011:1200 and Regulation on Electricity certificates – Regulation No. 2011:1480",Country,,Sweden,,,"Market-based instruments, Green certificates","Electricity and heat, Renewables",Legislative,Renewables,,"In force",2011,,,,Mitigation,http://www.res-legal.eu/search-by-country/sweden/single/s/res-e/t/promotion/aid/quota-system-1/lastp/199/,,,,,,
211002796,AUS,"Supporting High Value Australia (2014)","Supporting High Value",Country,,Australia,,,"Advice or aid in implementation, Research & Development and Deployment (RD&D)","Electricity and heat, Renewables",,Renewables,,Superseded,2014,,2015,Unknown,"Mitigation, Food security",http://arena.gov.au/initiatives-and-programs/supporting-high-value-australian-renewable-energy-knowledge-share/,,,,,,
211004653,NGA,"Nigeria Renewable Energy Master Plan Nigeria (2011)","Renewable Energy Master Plan",Country,,Nigeria,,,"Infrastructure investments, Tax relief, Strategic planning, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables","Increase the supply of renewable electricity from 13% of total electricity generation in 2015 to 23% in 2025 and 36% by 2030. Also additional capacity targets for RE sources. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,"In force",2011,,2030,Unknown,"Mitigation, Adaptation",https://www.iea.org/policies/4974-nigeria-renewable-energy-master-plan,,"Share of renewable in electricity production","Share of renewables (%)",36,,2030
211004845,UZB,"Resolution of the Cabinet of Ministers No. 245 validating the Regulation on use of electric and thermal energy Uzbekistan (2009)","Resolution of the Cabinet of Ministers No. 245 validating the Regulation on use of electric and thermal energy",Country,,Uzbekistan,,,"Institutional creation, Regulatory Instruments, Codes and standards, Sectoral standards, Monitoring","Electricity and heat, Industry",Executive,"Energy efficiency",,"In force",2009,,,,Mitigation,http://www.lse.ac.uk/GranthamInstitute/law/resolution-of-the-cabinet-of-ministers-no-245-validating-the-regulation-on-use-of-electric-and-thermal-energy/,,,,,,
211003366,THA,"Feed-in premium for renewable power Thailand (2007)","Feed-in premium for renewable power",Country,,Thailand,,,"Feed-in tariffs or premiums","Electricity and heat, Renewables",,Renewables,,Superseded,2007,,,Unknown,Mitigation,http://www.egat.co.th/en,,,,,,
211001905,KOR,"National CCS master action plan Republic of Korea (2010)","National CCS master action plan",Country,,"Republic of Korea",,,"Infrastructure investments, Strategic planning, Demonstration project, Technology deployment and diffusion, Technology development","Electricity and heat, CCS, Industry, Industrial energy related, Industrial process CO2","""Korean government had spent about US$ 89 million (106.9 billion Korean won) during the first decade of 2000 and has spent about US$ 120 M (138.4 billion Korean won) recent three years (2010~2012) in funding for CCS R&D. Most (approx. 80 percent) of these funds have supported several independent projects to develop CO2 capture technologies.""
""In July 2010 the presidential committee on green growth (PCGG) with five ministries (MSIP, MOTIE, MOF, ME, and MOSF) announced the national CCS master action plan. The key categories of action include: 1) innovative CCS technology development and large-scale integrated demonstrations; 2) infrastructure for CO2 transportation; 3) selection of potential storage site and development of key storage technologies; and 4) CO2 utilization.""
""The PCGG also announced that a total of US$1.9 billion will be invested to two large-scale integrated CCS demonstration projects next ten years (government share 52 percent, private share 48 percent). The Korea Electric Power Corp. (KEPCO), with its subsidiaries (five fossil-fuel power companies), has also committed US$1.1 billion in funding for CCS next ten years. KEPCO, state-run utility, is currently leading investment on CCS. Other major industries currently invest a small, but significant, portion and are willing to invest more.""
""Upon successfully completed 10-year CDRS program on March, 2012 , the MSIP with 100% funding of a total of US$ 157 million formally launched a new program “Korean CCS 2020 Project” on November 1, 2011. The Korea Carbon Capture and Sequestration R&D Center (www.kcrc.re.kr) mainly support on three topics; innovative capture technology, integration of capture and storage, and CO2 utilization. The duration of the project is 9-year from November 1, 2011 to May 31, 2020""
(Source: http://www.cslforum.org/technologyroadmap/korea.html)","Other low-carbon technologies and fuel switch",,"In force",2010,,,Unknown,Mitigation,http://www.cslforum.org/technologyroadmap/korea.html,,,,,,
211001101,FRA,"Exemption of the Internal Tax on Fossil Fuels for Cogeneration Facilities France (2000)","Exemption of the Internal Tax on Fossil Fuels for Cogeneration Facilities",Country,,France,,,"Tax relief","Electricity and heat, Gas",,"Other low-carbon technologies and fuel switch",,"In force",2000,,,Unknown,Mitigation,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX9900112L,,,,,,
211105542,COL,"New mechanism to provide energy service to more Colombian homes Colombia (2020)","New mechanism to provide energy service to more Colombian homes",Country,,Colombia,,,"Regulatory Instruments","Electricity and heat, Renewables","New mechanism to allow energy distribution companies to bring power to households through isolated solutions, which are power generation systems currently not connected to the National Interconnected System, and mostly generate power through non-conventional renewable sources. It is estimated that through this new mechanism, approximately 338,000 households will gain access to electricity",Renewables,,"In force",2020,,,,"Mitigation, Energy access","https://www.minenergia.gov.co/en/web/10180/historico-de-noticias?idNoticia=24271065
https://www.iea.org/policies/12889-new-mechanism-to-provide-energy-service-to-more-colombian-homes?country=Colombia&qs=colombia",01/10/2021,,,,,
211001626,BRA,"Law 10,438 establishing the Programme of Incentives for Alternative Electricity Sources (PROINFA) Brazil (2002)","Law 10,438 establishing the Programme of Incentives for Alternative Electricity Sources (PROINFA)",Country,,Brazil,,,"Green certificates, Institutional creation, Renewable energy target","Electricity and heat, Renewables","Legislative (Law 10438/2002). Target of increasing the electricity generated by renewable sources to 10% of annual consumption within 20 years from 2007.",Renewables,,Superseded,2002,,2011,Unknown,Mitigation,http://www2.camara.leg.br/legin/fed/lei/2002/lei-10438-26-abril-2002-456860-norma-pl.html,,,,,,
211001329,IDN,"Regulation No. 26/2006 Indonesia (2006)","Government Regulation No. 26",Country,,Indonesia,,,"Grid access and priority for renewables","Electricity and heat, Renewables",,Renewables,,"In force",2006,,,Unknown,Mitigation,http://www.differgroup.com/Portals/53/images/Indonesia_overall_FINAL.pdf,,,,,,
211004208,CHL,"Law 21,118 on the promotion of residential-scale power generation Chile (2018)","Law 21,118 on the promotion of residential-scale power generation",Country,,Chile,,,"Barrier removal, Net metering","Electricity and heat, Renewables","This law modifies the law 20.571 on electricity generation (http://climatepolicydatabase.org/index.php/Distributed_Generation_Law_(Law_20.571)) . Its objective is to foster the development of residential-scale distributed generation systems. Through this law, the allowed nominal capacity increases up to 300MW.
Spanish: La ley número 21.118 modifica la ley general de servicios eléctricos, con el fin de incentivar el desarollo de las generadoras residenciales. Esta ley aumenta la potencia nominal aceptada hasta los 300 kW.",Renewables,,"In force",2018,2018,,Unknown,Mitigation,http://www.sec.cl/pls/portal/docs/PAGE/SECNORMATIVA/ELECTRICIDAD_NET_METERING/LEY-21118_17-NOV-2018.PDF,,,,,,
